horse,horseLabel,birthYear,deathYear,genderLabel
http://www.wikidata.org/entity/Q3343359,Q3343359,1810,1838,самец
http://www.wikidata.org/entity/Q3347883,Q3347883,1996,2007,самец
http://www.wikidata.org/entity/Q3353036,Q3353036,2000,2015,самец
http://www.wikidata.org/entity/Q3373793,Q3373793,1986,2012,самка
http://www.wikidata.org/entity/Q3375675,Q3375675,1969,2001,самец
http://www.wikidata.org/entity/Q3414722,Q3414722,1982,2015,самец
http://www.wikidata.org/entity/Q3423713,Q3423713,1739,1765,самец
http://www.wikidata.org/entity/Q3437667,Q3437667,1983,2008,самец
http://www.wikidata.org/entity/Q3442010,Q3442010,1961,1975,самка
http://www.wikidata.org/entity/Q3445683,Q3445683,1983,2013,самка
http://www.wikidata.org/entity/Q3482333,Q3482333,1921,1947,самец
http://www.wikidata.org/entity/Q3485021,Q3485021,1997,2018,самец
http://www.wikidata.org/entity/Q3492865,Q3492865,1976,2003,самец
http://www.wikidata.org/entity/Q3499832,Q3499832,1983,2013,самец
http://www.wikidata.org/entity/Q3503651,Q3503651,2006,2013,самец
http://www.wikidata.org/entity/Q3532595,Q3532595,1963,1979,самец
http://www.wikidata.org/entity/Q3552196,Q3552196,1989,2009,самка
http://www.wikidata.org/entity/Q3563227,Q3563227,1987,1998,самка
http://www.wikidata.org/entity/Q3567086,Q3567086,1984,2019,самка
http://www.wikidata.org/entity/Q3346473,Q3346473,1977,,самец
http://www.wikidata.org/entity/Q3349738,Q3349738,2002,,
http://www.wikidata.org/entity/Q3356461,Q3356461,2002,,самец
http://www.wikidata.org/entity/Q3358137,Q3358137,2001,,самка
http://www.wikidata.org/entity/Q3359180,Q3359180,2002,,
http://www.wikidata.org/entity/Q3359219,Q3359219,2002,,
http://www.wikidata.org/entity/Q3373845,Q3373845,2003,,
http://www.wikidata.org/entity/Q3374316,Q3374316,1994,,самец
http://www.wikidata.org/entity/Q3382694,Q3382694,1983,,самец
http://www.wikidata.org/entity/Q3392750,Q3392750,1961,,самец
http://www.wikidata.org/entity/Q3402863,Q3402863,2001,,самка
http://www.wikidata.org/entity/Q3416074,Q3416074,2006,,самка
http://www.wikidata.org/entity/Q3417685,Q3417685,2003,,самец
http://www.wikidata.org/entity/Q3417786,Q3417786,1981,,самец
http://www.wikidata.org/entity/Q3421558,Q3421558,2005,,самец
http://www.wikidata.org/entity/Q3428466,Q3428466,1996,,
http://www.wikidata.org/entity/Q3433509,Q3433509,1969,,самец
http://www.wikidata.org/entity/Q3458469,Q3458469,1983,,самец
http://www.wikidata.org/entity/Q3460521,Q3460521,1962,,самец
http://www.wikidata.org/entity/Q3461340,Q3461340,1980,,самец
http://www.wikidata.org/entity/Q3470938,Q3470938,1846,,самец
http://www.wikidata.org/entity/Q3476644,Q3476644,1962,,самец
http://www.wikidata.org/entity/Q3483957,Q3483957,1999,,самка
http://www.wikidata.org/entity/Q3485331,Q3485331,1984,,самка
http://www.wikidata.org/entity/Q3499831,Q3499831,1978,,самец
http://www.wikidata.org/entity/Q3500505,Q3500505,1950,,самец
http://www.wikidata.org/entity/Q3502374,Q3502374,1988,,самец
http://www.wikidata.org/entity/Q3502829,Q3502829,1940,,самец
http://www.wikidata.org/entity/Q3503221,Q3503221,2006,,самка
http://www.wikidata.org/entity/Q3528176,Q3528176,1963,,
http://www.wikidata.org/entity/Q3529034,Q3529034,2007,,
http://www.wikidata.org/entity/Q3532890,Q3532890,1996,,самец
http://www.wikidata.org/entity/Q3539548,Q3539548,1941,,самец
http://www.wikidata.org/entity/Q3539564,Q3539564,1982,,самка
http://www.wikidata.org/entity/Q3546804,Q3546804,1985,,самец
http://www.wikidata.org/entity/Q3552126,Q3552126,1920,,самка
http://www.wikidata.org/entity/Q3553272,Q3553272,1965,,самец
http://www.wikidata.org/entity/Q3553303,Q3553303,1966,,самец
http://www.wikidata.org/entity/Q3558069,Q3558069,1993,,самец
http://www.wikidata.org/entity/Q3638576,Q3638576,1997,,самец
http://www.wikidata.org/entity/Q3663297,Катапульта,2002,,самка
http://www.wikidata.org/entity/Q3771818,Q3771818,2002,,самец
http://www.wikidata.org/entity/Q3783326,Q3783326,1926,,самец
http://www.wikidata.org/entity/Q3833344,Q3833344,2005,,самка
http://www.wikidata.org/entity/Q3875179,Q3875179,2005,,самец
http://www.wikidata.org/entity/Q3942976,Q3942976,1929,,
http://www.wikidata.org/entity/Q3961979,Q3961979,1916,,самец
http://www.wikidata.org/entity/Q4006410,Q4006410,1973,2003,самец
http://www.wikidata.org/entity/Q4218403,Квадрат,1946,,
http://www.wikidata.org/entity/Q4309296,Q4309296,2009,2025,самка
http://www.wikidata.org/entity/Q4568225,Q4568225,1989,2012,самец
http://www.wikidata.org/entity/Q4658677,Q4658677,1998,2018,самец
http://www.wikidata.org/entity/Q4674229,Q4674229,1966,1990,самец
http://www.wikidata.org/entity/Q4682926,Q4682926,1956,1983,
http://www.wikidata.org/entity/Q4693122,Q4693122,1998,2009,самец
http://www.wikidata.org/entity/Q4696288,Q4696288,1975,1989,самец
http://www.wikidata.org/entity/Q4708205,Q4708205,1954,1977,самка
http://www.wikidata.org/entity/Q4713080,Q4713080,1955,1973,самец
http://www.wikidata.org/entity/Q4713226,Q4713226,1707,1733,самец
http://www.wikidata.org/entity/Q4713640,Q4713640,1989,2007,самец
http://www.wikidata.org/entity/Q4726777,Q4726777,2001,2017,самка
http://www.wikidata.org/entity/Q4727581,Q4727581,1996,2018,самец
http://www.wikidata.org/entity/Q4733659,Q4733659,1947,1971,самка
http://www.wikidata.org/entity/Q4735743,Q4735743,1939,1963,самец
http://www.wikidata.org/entity/Q4738645,Q4738645,1945,1963,самец
http://www.wikidata.org/entity/Q4738646,Q4738646,1975,1990,самец
http://www.wikidata.org/entity/Q4738730,Q4738730,1984,2009,самец
http://www.wikidata.org/entity/Q4738803,Q4738803,1991,2002,самка
http://www.wikidata.org/entity/Q4740617,Q4740617,1835,1841,самец
http://www.wikidata.org/entity/Q4741353,Q4741353,1992,2017,самец
http://www.wikidata.org/entity/Q4742828,Q4742828,2005,2022,самец
http://www.wikidata.org/entity/Q4750541,Q4750541,1992,2009,самец
http://www.wikidata.org/entity/Q4252720,Q4252720,1920,,самец
http://www.wikidata.org/entity/Q4309285,Q4309285,2009,,самец
http://www.wikidata.org/entity/Q4309308,Q4309308,2006,,самка
http://www.wikidata.org/entity/Q4309360,Q4309360,2001,,самец
http://www.wikidata.org/entity/Q4311059,Q4311059,2007,,самец
http://www.wikidata.org/entity/Q4452123,Таррар (конь),1823,,самец
http://www.wikidata.org/entity/Q4647268,Q4647268,2003,,самец
http://www.wikidata.org/entity/Q4655483,Q4655483,2001,,самец
http://www.wikidata.org/entity/Q4663523,Q4663523,1980,,самец
http://www.wikidata.org/entity/Q4666824,Q4666824,1975,,самец
http://www.wikidata.org/entity/Q4667126,Q4667126,1959,,самка
http://www.wikidata.org/entity/Q4667140,Q4667140,1946,,самец
http://www.wikidata.org/entity/Q4668077,Q4668077,2002,,
http://www.wikidata.org/entity/Q4668671,Q4668671,1910,,самец
http://www.wikidata.org/entity/Q4672949,Q4672949,1945,,самец
http://www.wikidata.org/entity/Q4672997,Q4672997,1952,,самец
http://www.wikidata.org/entity/Q4673666,Q4673666,1864,,самка
http://www.wikidata.org/entity/Q4673760,Q4673760,2003,,самец
http://www.wikidata.org/entity/Q4676847,Q4676847,2007,,самка
http://www.wikidata.org/entity/Q4677168,Q4677168,2001,,самец
http://www.wikidata.org/entity/Q4678568,Q4678568,1924,,самец
http://www.wikidata.org/entity/Q4681027,Q4681027,1995,,самка
http://www.wikidata.org/entity/Q4682927,Q4682927,1954,,
http://www.wikidata.org/entity/Q4683798,Q4683798,2003,,самец
http://www.wikidata.org/entity/Q4686040,Q4686040,1896,,самец
http://www.wikidata.org/entity/Q4688884,Q4688884,1960,,самка
http://www.wikidata.org/entity/Q4689021,Q4689021,1998,,самка
http://www.wikidata.org/entity/Q4689282,Q4689282,2002,,самец
http://www.wikidata.org/entity/Q4690058,Q4690058,1900,,самец
http://www.wikidata.org/entity/Q4692288,Q4692288,1955,,самец
http://www.wikidata.org/entity/Q4692535,Q4692535,1902,,самец
http://www.wikidata.org/entity/Q4693040,Q4693040,1997,,самец
http://www.wikidata.org/entity/Q4697188,Q4697188,1782,,самец
http://www.wikidata.org/entity/Q4698434,Q4698434,1943,,самец
http://www.wikidata.org/entity/Q4698828,Q4698828,1957,,самка
http://www.wikidata.org/entity/Q4699589,Q4699589,1901,,самец
http://www.wikidata.org/entity/Q4699606,Q4699606,1934,,самец
http://www.wikidata.org/entity/Q4699745,Q4699745,1994,,самка
http://www.wikidata.org/entity/Q4706013,Q4706013,2000,,самец
http://www.wikidata.org/entity/Q4706032,Q4706032,1899,,самец
http://www.wikidata.org/entity/Q4709449,Q4709449,1968,,самец
http://www.wikidata.org/entity/Q4713073,Q4713073,1927,,самка
http://www.wikidata.org/entity/Q4713234,Q4713234,2008,,
http://www.wikidata.org/entity/Q4713429,Q4713429,1970,,самец
http://www.wikidata.org/entity/Q4718964,Q4718964,2001,,самка
http://www.wikidata.org/entity/Q4721080,Q4721080,2003,,самка
http://www.wikidata.org/entity/Q4724126,Q4724126,1873,,самец
http://www.wikidata.org/entity/Q4724404,Q4724404,1993,,самец
http://www.wikidata.org/entity/Q4725645,Q4725645,1938,,самец
http://www.wikidata.org/entity/Q4726816,Q4726816,1757,,самка
http://www.wikidata.org/entity/Q4729197,Q4729197,1989,,
http://www.wikidata.org/entity/Q4730123,Q4730123,2003,,самец
http://www.wikidata.org/entity/Q4732588,Q4732588,2005,,
http://www.wikidata.org/entity/Q4733360,Q4733360,1969,,самка
http://www.wikidata.org/entity/Q4734318,Q4734318,1979,,самец
http://www.wikidata.org/entity/Q4735201,Q4735201,1991,,самец
http://www.wikidata.org/entity/Q4736640,Q4736640,1968,,самка
http://www.wikidata.org/entity/Q4738029,Q4738029,1885,,
http://www.wikidata.org/entity/Q4741133,Q4741133,1979,,самка
http://www.wikidata.org/entity/Q4741366,Q4741366,1963,,самец
http://www.wikidata.org/entity/Q4741493,Q4741493,1946,,самец
http://www.wikidata.org/entity/Q4741729,Q4741729,1962,1995,
http://www.wikidata.org/entity/Q4741730,Q4741730,1983,,
http://www.wikidata.org/entity/Q4741731,Q4741731,1970,,
http://www.wikidata.org/entity/Q4742137,Q4742137,1998,,самка
http://www.wikidata.org/entity/Q4743660,Q4743660,1814,,самец
http://www.wikidata.org/entity/Q4743783,Q4743783,1922,,самец
http://www.wikidata.org/entity/Q4744364,Q4744364,2007,,самец
http://www.wikidata.org/entity/Q4745690,Q4745690,1892,,самец
http://www.wikidata.org/entity/Q4746102,Q4746102,1891,,самка
http://www.wikidata.org/entity/Q4747989,Q4747989,1922,,
http://www.wikidata.org/entity/Q1326731,Q1326731,2007,,самец
http://www.wikidata.org/entity/Q1349111,Q1349111,1999,,
http://www.wikidata.org/entity/Q1492693,Q1492693,1872,,самец
http://www.wikidata.org/entity/Q1525710,Q1525710,1973,,самец
http://www.wikidata.org/entity/Q1530488,Q1530488,2006,,самец
http://www.wikidata.org/entity/Q1535651,Q1535651,1991,,самец
http://www.wikidata.org/entity/Q1551815,Q1551815,2002,,самец
http://www.wikidata.org/entity/Q1557423,Q1557423,1974,1991,самец
http://www.wikidata.org/entity/Q1779953,Q1779953,1933,,самка
http://www.wikidata.org/entity/Q1821917,Q1821917,1997,,самец
http://www.wikidata.org/entity/Q1889092,Q1889092,2002,,самец
http://www.wikidata.org/entity/Q1967811,Q1967811,1934,,самец
http://www.wikidata.org/entity/Q1973517,Q1973517,1976,,самец
http://www.wikidata.org/entity/Q2019088,Q2019088,1924,,самец
http://www.wikidata.org/entity/Q2109415,Q2109415,1964,,самец
http://www.wikidata.org/entity/Q2221206,Q2221206,1993,,самец
http://www.wikidata.org/entity/Q2279439,Q2279439,2001,,самец
http://www.wikidata.org/entity/Q2332219,Q2332219,1970,,самец
http://www.wikidata.org/entity/Q2432809,Q2432809,1995,,самец
http://www.wikidata.org/entity/Q2522977,Q2522977,1995,,самец
http://www.wikidata.org/entity/Q2541767,Q2541767,2008,,самец
http://www.wikidata.org/entity/Q2550068,Q2550068,1966,,самец
http://www.wikidata.org/entity/Q2552434,Q2552434,1975,,самец
http://www.wikidata.org/entity/Q2720508,Q2720508,2008,,самец
http://www.wikidata.org/entity/Q2739031,Q2739031,1978,,самец
http://www.wikidata.org/entity/Q2743391,Q2743391,2002,,самец
http://www.wikidata.org/entity/Q2821678,Q2821678,1988,2007,самец
http://www.wikidata.org/entity/Q2829310,Q2829310,1988,,
http://www.wikidata.org/entity/Q2837972,Q2837972,1970,,самка
http://www.wikidata.org/entity/Q2879150,Q2879150,2001,,самец
http://www.wikidata.org/entity/Q1325078,Q1325078,1957,1983,самец
http://www.wikidata.org/entity/Q1417640,Q1417640,1934,1959,самец
http://www.wikidata.org/entity/Q1433915,Q1433915,1917,1945,самец
http://www.wikidata.org/entity/Q1436529,Q1436529,1986,2011,самец
http://www.wikidata.org/entity/Q1445033,Q1445033,1948,1974,самец
http://www.wikidata.org/entity/Q1448928,Q1448928,1814,1831,самец
http://www.wikidata.org/entity/Q1457136,Q1457136,1974,2002,самец
http://www.wikidata.org/entity/Q1462701,Q1462701,1901,1909,самец
http://www.wikidata.org/entity/Q1462808,Q1462808,1952,1975,самец
http://www.wikidata.org/entity/Q1500356,Q1500356,1933,1947,самец
http://www.wikidata.org/entity/Q1546567,Q1546567,1939,1958,самец
http://www.wikidata.org/entity/Q1571351,Q1571351,1945,1979,самка
http://www.wikidata.org/entity/Q1587832,Хару Урара,1996,2025,самка
http://www.wikidata.org/entity/Q1601933,Q1601933,1785,1812,самка
http://www.wikidata.org/entity/Q1617284,Q1617284,1996,2011,самец
http://www.wikidata.org/entity/Q1679757,Q1679757,1997,2014,самка
http://www.wikidata.org/entity/Q1679759,Q1679759,1975,1994,самец
http://www.wikidata.org/entity/Q1725023,Q1725023,1963,1993,самец
http://www.wikidata.org/entity/Q1740879,Q1740879,1907,1942,
http://www.wikidata.org/entity/Q1796466,Q1796466,1976,1995,самец
http://www.wikidata.org/entity/Q1798385,Q1798385,1994,2020,самец
http://www.wikidata.org/entity/Q1803652,Q1803652,1990,2013,самец
http://www.wikidata.org/entity/Q1827691,Q1827691,1982,1987,самец
http://www.wikidata.org/entity/Q1866305,Q1866305,2000,2015,самец
http://www.wikidata.org/entity/Q1925237,Q1925237,1943,1966,самец
http://www.wikidata.org/entity/Q1935877,Q1935877,1977,1999,самец
http://www.wikidata.org/entity/Q1945364,Q1945364,1990,2012,самец
http://www.wikidata.org/entity/Q1968208,Q1968208,1989,2020,самец
http://www.wikidata.org/entity/Q1969034,Q1969034,1961,1990,самец
http://www.wikidata.org/entity/Q2099366,Q2099366,1975,2001,самец
http://www.wikidata.org/entity/Q2123116,Q2123116,1982,2013,самец
http://www.wikidata.org/entity/Q2142897,Q2142897,1977,2001,самец
http://www.wikidata.org/entity/Q2245980,Q2245980,1952,1972,самец
http://www.wikidata.org/entity/Q2254231,Q2254231,1937,1950,самка
http://www.wikidata.org/entity/Q2280412,Q2280412,1993,2023,самец
http://www.wikidata.org/entity/Q2293982,Q2293982,1991,2012,самец
http://www.wikidata.org/entity/Q2305063,Q2305063,1935,1957,самец
http://www.wikidata.org/entity/Q2368704,Q2368704,1974,2000,самец
http://www.wikidata.org/entity/Q2389860,Дюймовочка,2001,2018,самка
http://www.wikidata.org/entity/Q2390764,Q2390764,1958,1966,
http://www.wikidata.org/entity/Q2461945,Q2461945,1996,2010,самец
http://www.wikidata.org/entity/Q2547709,Q2547709,1979,2000,самец
http://www.wikidata.org/entity/Q2566163,Q2566163,2003,2007,самец
http://www.wikidata.org/entity/Q2583367,Q2583367,1860,1878,самец
http://www.wikidata.org/entity/Q2584114,Q2584114,1972,1998,самец
http://www.wikidata.org/entity/Q2624525,Q2624525,1965,1995,самец
http://www.wikidata.org/entity/Q2636023,Q2636023,1984,1999,самец
http://www.wikidata.org/entity/Q2640289,Q2640289,1930,1945,самец
http://www.wikidata.org/entity/Q2649211,Q2649211,1988,2018,самец
http://www.wikidata.org/entity/Q2649831,Q2649831,1966,1991,самец
http://www.wikidata.org/entity/Q2658690,Q2658690,1980,2006,самец
http://www.wikidata.org/entity/Q2680250,Q2680250,1995,2009,самка
http://www.wikidata.org/entity/Q2837461,Q2837461,1979,2005,самка
http://www.wikidata.org/entity/Q2859597,Q2859597,1989,2021,самец
http://www.wikidata.org/entity/Q2861580,Q2861580,1957,1970,самец
http://www.wikidata.org/entity/Q2881504,Q2881504,1989,2017,самец
http://www.wikidata.org/entity/Q210956,Q210956,1975,,самец
http://www.wikidata.org/entity/Q218422,Q218422,1773,,самка
http://www.wikidata.org/entity/Q280168,Q280168,1881,,самец
http://www.wikidata.org/entity/Q304267,Q304267,1995,,самец
http://www.wikidata.org/entity/Q336545,Q336545,2003,,самка
http://www.wikidata.org/entity/Q358341,Q358341,2004,,самец
http://www.wikidata.org/entity/Q372433,Q372433,1991,,самец
http://www.wikidata.org/entity/Q400989,Q400989,1957,,самец
http://www.wikidata.org/entity/Q517175,Q517175,1970,,самка
http://www.wikidata.org/entity/Q597567,Q597567,2001,,самец
http://www.wikidata.org/entity/Q636053,Q636053,1974,,самец
http://www.wikidata.org/entity/Q646830,Q646830,2000,,самец
http://www.wikidata.org/entity/Q649427,Q649427,1764,,самец
http://www.wikidata.org/entity/Q707462,Q707462,1974,,самец
http://www.wikidata.org/entity/Q757832,Q757832,1999,,самец
http://www.wikidata.org/entity/Q803911,Q803911,1813,,самец
http://www.wikidata.org/entity/Q837107,Q837107,1999,,самец
http://www.wikidata.org/entity/Q838806,Q838806,1993,,самец
http://www.wikidata.org/entity/Q916380,Q916380,1967,,самец
http://www.wikidata.org/entity/Q933399,Q933399,2004,,самец
http://www.wikidata.org/entity/Q941778,Q941778,1987,,самец
http://www.wikidata.org/entity/Q973840,Q973840,2007,,самец
http://www.wikidata.org/entity/Q980617,Q980617,1997,,самец
http://www.wikidata.org/entity/Q1001792,Q1001792,1999,,самка
http://www.wikidata.org/entity/Q1026641,Q1026641,1975,1999,самец
http://www.wikidata.org/entity/Q1051250,Q1051250,1998,,самец
http://www.wikidata.org/entity/Q1083357,Q1083357,2005,,самка
http://www.wikidata.org/entity/Q1093305,Q1093305,2005,,самка
http://www.wikidata.org/entity/Q1101198,Q1101198,1748,,самец
http://www.wikidata.org/entity/Q1134114,Q1134114,1999,,самец
http://www.wikidata.org/entity/Q1166219,Q1166219,1905,,самец
http://www.wikidata.org/entity/Q26798,Q26798,1967,1992,самец
http://www.wikidata.org/entity/Q48857,Q48857,1908,1930,самец
http://www.wikidata.org/entity/Q48857,Q48857,1909,1930,самец
http://www.wikidata.org/entity/Q114218,Q114218,1917,1947,самец
http://www.wikidata.org/entity/Q166541,Q166541,1768,1791,самец
http://www.wikidata.org/entity/Q176271,Q176271,1794,1831,самец
http://www.wikidata.org/entity/Q180387,Q180387,1986,2002,самец
http://www.wikidata.org/entity/Q239442,Q239442,1933,1961,самец
http://www.wikidata.org/entity/Q317531,Q317531,1970,2000,самец
http://www.wikidata.org/entity/Q338164,Q338164,1982,2005,самец
http://www.wikidata.org/entity/Q368481,Q368481,1983,2013,самец
http://www.wikidata.org/entity/Q370429,Q370429,1850,1875,самец
http://www.wikidata.org/entity/Q374893,Q374893,1990,2014,самец
http://www.wikidata.org/entity/Q378354,Q378354,1932,1953,самец
http://www.wikidata.org/entity/Q379362,Q379362,1926,1932,самец
http://www.wikidata.org/entity/Q400464,Q400464,1971,1992,самец
http://www.wikidata.org/entity/Q404893,Q404893,1995,2007,самец
http://www.wikidata.org/entity/Q471395,Q471395,1945,1970,самец
http://www.wikidata.org/entity/Q526556,Q526556,1874,1887,самка
http://www.wikidata.org/entity/Q614508,Триггер,1934,1965,самец
http://www.wikidata.org/entity/Q629175,Годольфин Арабиан,1724,1753,самец
http://www.wikidata.org/entity/Q660824,Q660824,1929,1945,самец
http://www.wikidata.org/entity/Q668914,Q668914,1983,2009,самец
http://www.wikidata.org/entity/Q690229,Q690229,2001,2006,самец
http://www.wikidata.org/entity/Q730381,Q730381,2002,2019,самец
http://www.wikidata.org/entity/Q798167,Q798167,1939,1961,самец
http://www.wikidata.org/entity/Q839098,Q839098,1994,2022,самец
http://www.wikidata.org/entity/Q858503,Q858503,1976,1999,самец
http://www.wikidata.org/entity/Q870045,Q870045,1982,2010,самка
http://www.wikidata.org/entity/Q893548,Q893548,1994,2012,самка
http://www.wikidata.org/entity/Q901453,Q901453,2005,2015,самец
http://www.wikidata.org/entity/Q915971,Q915971,1774,1793,самец
http://www.wikidata.org/entity/Q942430,Q942430,2000,2020,самец
http://www.wikidata.org/entity/Q952566,Q952566,1857,1871,самец
http://www.wikidata.org/entity/Q1005232,Q1005232,1999,2022,самец
http://www.wikidata.org/entity/Q1005468,Q1005468,1986,2003,самец
http://www.wikidata.org/entity/Q1012807,Q1012807,1992,2014,самец
http://www.wikidata.org/entity/Q1016696,Q1016696,1962,1990,самка
http://www.wikidata.org/entity/Q1018502,Байерли Тюрк,1684,1706,самец
http://www.wikidata.org/entity/Q1026643,Q1026643,1978,1984,самец
http://www.wikidata.org/entity/Q1027559,Q1027559,1987,2009,самец
http://www.wikidata.org/entity/Q1032366,Q1032366,1966,1981,самец
http://www.wikidata.org/entity/Q1042741,Q1042741,1971,1992,самец
http://www.wikidata.org/entity/Q1048383,Q1048383,1988,2014,самец
http://www.wikidata.org/entity/Q1058802,Q1058802,1996,2001,самец
http://www.wikidata.org/entity/Q1060692,Q1060692,1993,2009,самец
http://www.wikidata.org/entity/Q1076143,Q1076143,1950,1967,самец
http://www.wikidata.org/entity/Q1083118,Резвая,1972,1975,самка
http://www.wikidata.org/entity/Q1096659,Q1096659,1960,1989,самец
http://www.wikidata.org/entity/Q1104509,Q1104509,1977,2006,самец
http://www.wikidata.org/entity/Q1104636,Q1104636,1981,2011,самец
http://www.wikidata.org/entity/Q1104649,Q1104649,1970,1999,самец
http://www.wikidata.org/entity/Q1124680,Q1124680,1766,1804,самец
http://www.wikidata.org/entity/Q1127291,Умный Ганс,1895,1916,самец
http://www.wikidata.org/entity/Q1131753,Q1131753,1968,2000,самец
http://www.wikidata.org/entity/Q1151926,Секретариат (лошадь),1970,1989,самец
http://www.wikidata.org/entity/Q1159459,Q1159459,2008,2023,самка
http://www.wikidata.org/entity/Q1164128,Q1164128,1808,1836,самец
http://www.wikidata.org/entity/Q1166352,Дарли Арабиан,1700,1730,самец
http://www.wikidata.org/entity/Q1183415,Q1183415,1971,2000,самец
http://www.wikidata.org/entity/Q1203752,Q1203752,1764,1789,самец
http://www.wikidata.org/entity/Q1241877,Q1241877,1981,2002,самец
http://www.wikidata.org/entity/Q5580320,Q5580320,1857,1885,самка
http://www.wikidata.org/entity/Q5581608,Q5581608,1984,2009,самец
http://www.wikidata.org/entity/Q5594243,Q5594243,1998,2017,самец
http://www.wikidata.org/entity/Q5595099,Q5595099,1995,2012,самец
http://www.wikidata.org/entity/Q5602473,Q5602473,1983,2015,самец
http://www.wikidata.org/entity/Q5639203,Q5639203,1958,1976,самец
http://www.wikidata.org/entity/Q5639650,Q5639650,1970,2000,самец
http://www.wikidata.org/entity/Q5643313,Q5643313,1969,2000,самец
http://www.wikidata.org/entity/Q5651011,Q5651011,1988,2017,самец
http://www.wikidata.org/entity/Q5654977,Q5654977,1999,2024,
http://www.wikidata.org/entity/Q5656567,Q5656567,1997,2024,
http://www.wikidata.org/entity/Q5680264,Q5680264,1893,1917,самец
http://www.wikidata.org/entity/Q5684858,Q5684858,1999,2025,самец
http://www.wikidata.org/entity/Q5685833,Q5685833,2005,2015,
http://www.wikidata.org/entity/Q5578901,Q5578901,1972,,
http://www.wikidata.org/entity/Q5579106,Q5579106,1976,,самец
http://www.wikidata.org/entity/Q5579168,Q5579168,1993,,самка
http://www.wikidata.org/entity/Q5579270,Q5579270,1983,,самец
http://www.wikidata.org/entity/Q5579308,Q5579308,1972,,
http://www.wikidata.org/entity/Q5579400,Q5579400,1979,,самец
http://www.wikidata.org/entity/Q5579631,Q5579631,2008,,самка
http://www.wikidata.org/entity/Q5579667,Q5579667,1995,,самец
http://www.wikidata.org/entity/Q5579708,Q5579708,1986,,самец
http://www.wikidata.org/entity/Q5579852,Q5579852,2006,,самец
http://www.wikidata.org/entity/Q5581589,Q5581589,1980,,
http://www.wikidata.org/entity/Q5582444,Q5582444,2002,,самец
http://www.wikidata.org/entity/Q5582711,Q5582711,1971,,
http://www.wikidata.org/entity/Q5594550,Q5594550,1877,,самец
http://www.wikidata.org/entity/Q5594750,Q5594750,1991,,самец
http://www.wikidata.org/entity/Q5594873,Q5594873,1916,,самец
http://www.wikidata.org/entity/Q5595250,Q5595250,2000,,
http://www.wikidata.org/entity/Q5595380,Q5595380,1998,,самец
http://www.wikidata.org/entity/Q5596859,Q5596859,1933,,самец
http://www.wikidata.org/entity/Q5597761,Q5597761,1963,,самец
http://www.wikidata.org/entity/Q5598985,Q5598985,1993,,
http://www.wikidata.org/entity/Q5598987,Q5598987,1983,,самец
http://www.wikidata.org/entity/Q5599124,Q5599124,1952,,самец
http://www.wikidata.org/entity/Q5599305,Q5599305,2009,,самка
http://www.wikidata.org/entity/Q5599345,Q5599345,2004,,самец
http://www.wikidata.org/entity/Q5599620,Q5599620,1963,,самец
http://www.wikidata.org/entity/Q5599948,Q5599948,1952,,
http://www.wikidata.org/entity/Q5601549,Q5601549,1950,,самка
http://www.wikidata.org/entity/Q5601802,Q5601802,1959,,самец
http://www.wikidata.org/entity/Q5602363,Q5602363,2003,,самец
http://www.wikidata.org/entity/Q5602468,Q5602468,1972,,самец
http://www.wikidata.org/entity/Q5607322,Q5607322,1981,,самец
http://www.wikidata.org/entity/Q5608113,Q5608113,1941,,
http://www.wikidata.org/entity/Q5608124,Q5608124,1983,,самец
http://www.wikidata.org/entity/Q5608147,Q5608147,1962,1991,самец
http://www.wikidata.org/entity/Q5608188,Q5608188,1918,,самец
http://www.wikidata.org/entity/Q5608210,Q5608210,1835,,самец
http://www.wikidata.org/entity/Q5608257,Q5608257,1970,,
http://www.wikidata.org/entity/Q5609468,Q5609468,1993,,самец
http://www.wikidata.org/entity/Q5610377,Q5610377,1983,,самец
http://www.wikidata.org/entity/Q5612106,Q5612106,1972,,самец
http://www.wikidata.org/entity/Q5618291,Q5618291,1960,,самец
http://www.wikidata.org/entity/Q5619424,Q5619424,1967,,самец
http://www.wikidata.org/entity/Q5620201,Q5620201,1978,,
http://www.wikidata.org/entity/Q5621532,Q5621532,1818,,самец
http://www.wikidata.org/entity/Q5636463,Q5636463,2001,,самец
http://www.wikidata.org/entity/Q5636838,Q5636838,1980,,самка
http://www.wikidata.org/entity/Q5637774,Q5637774,1996,,
http://www.wikidata.org/entity/Q5638353,Q5638353,1952,,самец
http://www.wikidata.org/entity/Q5639173,Q5639173,1997,,
http://www.wikidata.org/entity/Q5639199,Q5639199,1962,,самец
http://www.wikidata.org/entity/Q5641654,Q5641654,1853,,
http://www.wikidata.org/entity/Q5641735,Q5641735,2003,,
http://www.wikidata.org/entity/Q5641853,Q5641853,2001,,самка
http://www.wikidata.org/entity/Q5643001,Q5643001,1991,,самец
http://www.wikidata.org/entity/Q5643088,Q5643088,1945,,
http://www.wikidata.org/entity/Q5643253,Q5643253,1892,,самец
http://www.wikidata.org/entity/Q5644286,Q5644286,1895,,самец
http://www.wikidata.org/entity/Q5646159,Q5646159,1872,,самец
http://www.wikidata.org/entity/Q5649148,Q5649148,1801,,самец
http://www.wikidata.org/entity/Q5649351,Q5649351,1927,,
http://www.wikidata.org/entity/Q5649365,Q5649365,1884,,самец
